filename,label
57.html,广东省$广州市$南沙区$东涌镇$培贤东路$24-1号$113.460558$22.882934
58.html,安徽省$合肥市$蜀山区$荷叶地街道$金寨南路$171号$117.233938$31.79435
59.html,广东省$广州市$白云区$石井街道$车场直街$31号$113.251263$23.2196795
60.html,河北省$廊坊市$广阳区$廊坊经济技术开发区$银河北路$328号$116.691545$39.587661
61.html,福建省$泉州市$晋江市$罗山街道$拥军路$21号$118.560753$24.78378966
62.html,河北省$保定市$莲池区$杨庄乡$天威东路$1192号$115.539722$38.846374
63.html,广东省$广州市$增城区$增江街道$东山路$2号$113.8433835$23.2916865
64.html,广西壮族自治区$南宁市$江南区$福建园街道$亭高路$10号$108.322342$22.783289
65.html,福建省$厦门市$思明区$梧村街道$文屏路$84号$118.105727$24.46517766
66.html,福建省$泉州市$德化县$浔中镇$浔北路$38号$118.244433$25.491661
67.html,广西壮族自治区$南宁市$西乡塘区$新阳街道$中尧南路$92号$108.288828$22.80958
68.html,甘肃省$酒泉市$瓜州县$渊泉镇$小康路$29号$95.784797$40.5218865
69.html,广东省$广州市$白云区$三元里街道$云城南二路$179-118号$113.265778$23.172338
70.html,广东省$广州市$白云区$新市街道$新市新达路$60号$113.26069$23.193071
71.html,福建省$厦门市$同安区$五显镇$五显中路$7号$118.16576007$24.74265085
72.html,广东省$广州市$番禺区$市桥街道$桥兴大道$150-154号$113.360283$22.951251
73.html,广东省$广州市$荔湾区$南源街道$南岸路$59号$113.22991175$23.133415
74.html,福建省$厦门市$同安区$大同街道$朝洋路$147号$118.14255$24.740572
75.html,广东省$广州市$白云区$石井街道$大朗北路$6号$113.25167936$23.24375454
76.html,福建省$厦门市$集美区$集美街道$集源路$9号$118.09906$24.574552
77.html,广东省$广州市$番禺区$东环街道$桥兴大道$288号$113.3605715$22.9655325
78.html,福建省$厦门市$翔安区$马巷镇$巷南路$55号$118.253028$24.663035
79.html,安徽省$合肥市$蜀山区$三里庵街道$合作化南路$188号$117.252269$31.851343
80.html,安徽省$合肥市$巢湖市$卧牛山街道$东风西路$554号$117.856469$31.599263
81.html,黑龙江省$鸡西市$密山市$中心街道$晨光街$62号$131.873275$45.541618
82.html,广东省$广州市$天河区$天园街道$骏景路$3860号$113.385765$23.12254033
83.html,广东省$广州市$番禺区$新造镇$兴华路$102号$113.421406$23.034745
84.html,湖北省$荆门市$钟祥市$郢中街道$西环二路$32号$112.585522$31.143371
85.html,湖北省$襄阳市$枣阳市$枣阳经济开发区$前进路$181号$112.73030175$32.1289575
86.html,广东省$广州市$黄埔区$红山街道$黄埔东路$1578号$113.486574$23.087848
87.html,河南省$郑州市$金水区$祭城路街道$黄河东路$64号$113.743835$34.76108736
88.html,广西壮族自治区$南宁市$江南区$福建园街道$平西路$36号$108.316261$22.7972912
89.html,黑龙江省$大庆市$龙凤区$开发区黎明街道$火炬新街$19号$125.1436298$46.5741408
90.html,福建省$厦门市$湖里区$湖里街道$南山路$164号$118.109002$24.504201
91.html,广东省$广州市$天河区$猎德街道$海清路$5号$113.33809881$23.11380587
92.html,黑龙江省$大庆市$萨尔图区$东风街道$纬二路$37号$125.10704615$46.59295457
93.html,福建省$福州市$晋安区$新店镇$福飞北路$1273号$119.29880375$26.1326425
94.html,广东省$广州市$天河区$沙河街道$永福正街$49号$113.30688$23.14567675
95.html,广西壮族自治区$来宾市$兴宾区$城东街道$柳来路$472号$109.233438$23.738421
96.html,湖北省$武汉市$武昌区$徐家棚街街道$宏昌路$038号$114.34475054$30.58666
97.html,湖北省$武汉市$汉阳区$鹦鹉街街道$自力一街$31号$114.26812526$30.53996615
98.html,福建省$厦门市$集美区$杏林街道$杏林东路$5-之$118.043794$24.56532533
99.html,广西壮族自治区$南宁市$隆安县$城厢镇$金塔街$72号$107.7010285$23.172321
100.html,广东省$广州市$番禺区$沙湾镇$福北路$404号$113.32593$22.912796
101.html,河北省$保定市$涿州市$高官庄镇$复兴路$61号$116.051789$39.38598866
102.html,河南省$郑州市$中原区$汝河路街道$淮河西路$85-3号$113.6004072$34.7287454
103.html,甘肃省$酒泉市$肃州区$泉湖乡$东环北路$26号$98.520995$39.75135
104.html,福建省$泉州市$鲤城区$江南街道$兴贤路$48号$118.569423$24.89138
105.html,湖北省$武汉市$江岸区$后湖街街道$建设新村路$158号$114.318618$30.641364
106.html,安徽省$黄山市$歙县$歙县经济开发区$紫金路$3号$118.45772425$29.89986925
107.html,福建省$福州市$闽清县$梅城镇$西大路$218号$118.85679466$26.20740466
108.html,河南省$三门峡市$渑池县$城关镇$海露北街$60号$111.7706625$34.75802962
109.html,安徽省$合肥市$肥东县$肥东新城开发区$祥和路$78号$117.431648$31.86604
110.html,福建省$泉州市$永春县$石鼓镇$溪滨路$7号$118.26652$25.331322
111.html,湖北省$武汉市$洪山区$卓刀泉街道$雄楚大道$802号$114.3887996$30.4991567
112.html,安徽省$黄山市$歙县$徽城镇$新安路$18号$118.428604$29.86762
113.html,湖北省$武汉市$洪山区$珞南街道$武珞路$225号$114.36087115$30.52385407
114.html,安徽省$合肥市$蜀山区$五里墩街道$金牛路$164号$117.2365358$31.864963
115.html,安徽省$阜阳市$临泉县$城关镇$城中北路$143号$115.25825$33.062656
116.html,福建省$厦门市$集美区$后溪镇$学院路$297号106$118.085765$24.632422
117.html,海南省$海口市$龙华区$城西镇$南海大道$80号$110.327202$19.994406
118.html,安徽省$合肥市$蜀山区$蜀山新产业园区$井岗路$242号$117.1758425$31.8576425
119.html,河北省$保定市$定州市$西城区街道$中兴西路$229号$114.96956362$38.50682375
120.html,福建省$泉州市$德化县$浔中镇$龙津路$97号$118.23229965$25.51772955
121.html,广东省$广州市$南沙区$东涌镇$吉祥西路$69号$113.451636$22.883063
122.html,湖北省$襄阳市$襄州区$峪山镇$兴峪路$148号$112.3700482$31.9883518
123.html,福建省$厦门市$思明区$莲前街道$文兴东路$38号$118.172332$24.468114
124.html,广东省$广州市$天河区$猎德街道$平月路$13号$113.3438015$23.11463175
125.html,湖北省$武汉市$江汉区$北湖街街道$建设大道$572号$114.26861$30.59528
126.html,福建省$厦门市$同安区$祥平街道$集群路$562号$118.13693016$24.690872
127.html,湖北省$武汉市$东西湖区$慈惠街道$团结街$531号$114.1256465$30.6081445
128.html,广西壮族自治区$南宁市$兴宁区$朝阳街道$虎邱东路$45号$108.333728$22.84659433
129.html,安徽省$合肥市$庐阳区$逍遥津街道$庐江路$16号$117.2883158$31.8579232
130.html,福建省$福州市$福清市$石竹街道$清宏路$40号$119.3256745$25.712616
131.html,湖北省$襄阳市$襄城区$檀溪街道$宝通路$49号$112.09909766$32.00390466
132.html,福建省$泉州市$石狮市$湖滨街道$金林路$33号$118.64372525$24.72978625
133.html,河南省$郑州市$新郑市$新建路街道$阁老路$154号$113.7229785$34.3990235
134.html,福建省$厦门市$海沧区$海沧街道$沧虹路$213号$118.035732$24.496837
135.html,广西壮族自治区$南宁市$良庆区$大沙田街道$民安路$63号$108.3182235$22.763442
136.html,湖北省$襄阳市$枣阳市$南城街道$新华路$1号$112.77401$32.102095
137.html,广东省$广州市$增城区$新塘镇$天桥二路$5号$113.560068$23.119204
138.html,黑龙江省$鸡西市$密山市$中心街道$东安街$261号$131.869575$45.5434485
139.html,福建省$厦门市$思明区$鼓浪屿街道$龙头路$320号$118.070561$24.444789
140.html,河北省$保定市$涿州市$双塔街道$城西北街$60号$115.9649545$39.490309
141.html,安徽省$合肥市$庐阳区$逍遥津街道$阜南路$66号$117.2840305$31.870307
142.html,广东省$广州市$越秀区$珠光街道$万福路$220号$113.270426$23.119167
143.html,海南省$三亚市$天涯区$河西区街道$金鸡岭街$193号$109.491587$18.2706955
144.html,黑龙江省$大庆市$让胡路区$龙岗街道$昆仑大街$3号$124.886369$46.636042
145.html,广西壮族自治区$百色市$右江区$百城街道$城乡路$117号$106.61126585$23.88501045
146.html,广东省$广州市$南沙区$南沙街道$海景路$101号$113.579874$22.745498
147.html,广东省$广州市$黄埔区$联和街道$神舟路$52号$113.433437$23.169483
148.html,广东省$广州市$白云区$太和镇$太和中路$104号$113.35723322$23.29236011
149.html,福建省$泉州市$晋江市$梅岭街道$松竹路$100号$118.57733483$24.82740266
150.html,安徽省$合肥市$瑶海区$长淮街道$新蚌埠路$8号$117.30591055$31.88766477
151.html,广西壮族自治区$南宁市$青秀区$中山街道$七星路$128号43栋$108.329602$22.807499
152.html,湖北省$武汉市$洪山区$梨园街道$武汉大道$169号$114.3607815$30.578597
153.html,广西壮族自治区$百色市$那坡县$城厢镇$龙泉街$49号$105.84300166$23.409597
154.html,湖北省$武汉市$新洲区$邾城街道$双拥路$17号$114.801669$30.832291
155.html,广东省$广州市$增城区$荔城街道$府佑路$4号$113.827569$23.277849
156.html,广东省$广州市$荔湾区$站前街道$陈岗路$61号$113.25018266$23.14154933
157.html,福建省$泉州市$丰泽区$城东街道$浔江路$223号$118.651961$24.918489
158.html,安徽省$阜阳市$颍州区$清河街道$阜王路$580号$115.810459$32.880343
159.html,湖北省$武汉市$江岸区$一元街街道$黎黄陂路$19号$114.299852$30.587284
160.html,湖北省$武汉市$江汉区$前进街街道$中山大道$377号$114.285211$30.5756465
161.html,广东省$广州市$白云区$太和镇$南岭工业区南路$42号$113.3068416$23.2685828
162.html,安徽省$阜阳市$颍州区$阜阳开发区京九街道$纬四路$350号$115.8616144$32.8541532
163.html,河北省$保定市$涞水县$三坡镇$中心街$32号$115.393583$39.682529
164.html,广东省$广州市$越秀区$东山街道$寺右新马路$168-05号$113.312845$23.119218
165.html,河南省$开封市$祥符区$城关镇$宏达大道南段$137号$114.42930566$34.75416866
166.html,福建省$厦门市$同安区$新民镇$集兴路$7号$118.123622$24.675568
167.html,广东省$广州市$白云区$石井街道$广海路$180号$113.22057631$23.18523637
168.html,福建省$厦门市$集美区$灌口镇$灌口大道$1591号$117.992303$24.611877
169.html,湖北省$武汉市$武昌区$水果湖街街道$楚汉路$6号$114.33757165$30.55988352
170.html,河南省$郑州市$金水区$未来路街道$民航路$近德亿歌剧院$113.716447$34.766967
171.html,湖北省$荆门市$钟祥市$冷水镇$黄金路$114号$112.4423515$31.103985
172.html,河北省$保定市$清苑区$清苑镇$清苑北路$267号$115.4908705$38.7730255
173.html,河南省$郑州市$二七区$长江路街道$航海中路$119-6号$113.647031$34.720232
174.html,河南省$开封市$祥符区$城关镇$文化大道$34号$114.443722$34.759635
175.html,广东省$东莞市$$企石镇$江滨路$59号$114.024565$23.076018
176.html,湖北省$武汉市$江汉区$常青街街道$金墩街$5号$114.259161$30.615825
177.html,河北省$廊坊市$广阳区$新源道街道$新源道$208号$116.72859011$39.54659544
178.html,广东省$广州市$海珠区$龙凤街道$现代一街$68-70号$113.25694125$23.09040875
179.html,河北省$保定市$高碑店市$白沟镇$富强路$213号$116.02542266$39.11460433
180.html,甘肃省$酒泉市$金塔县$城市社区$西城路$201号$98.902185$39.98774
181.html,福建省$厦门市$同安区$大同街道$市场路$96号$118.147081$24.732406
182.html,广东省$广州市$番禺区$沙头街道$捷进西路$79号$113.350237$22.945768
183.html,河北省$保定市$竞秀区$保定国家高新区$复兴西路$1034号$115.462656$38.895476
184.html,广东省$广州市$海珠区$琶洲街道$新港东路$77号$113.41165$23.090071
185.html,安徽省$阜阳市$阜南县$安徽阜南经济开发区$府前路$26号$115.61762683$32.65085033
186.html,福建省$福州市$鼓楼区$安泰街道$八一七北路$211号$119.30102$26.0796625
187.html,广东省$广州市$黄埔区$东区街道$白泥街$67号$113.487364$23.154173
188.html,福建省$厦门市$湖里区$禾山街道$岐山北路$165号$118.1436717$24.5275849
189.html,福建省$福州市$鼓楼区$温泉街道$树汤路$5号$119.309112$26.101633
190.html,广东省$广州市$番禺区$小谷围街道$大学城中环东路$1号$113.3947935$23.060364
191.html,广东省$广州市$番禺区$市桥街道$环城东路$33号$113.371489$22.932562
192.html,湖北省$武汉市$武昌区$杨园街街道$才华街$18号$114.3431292$30.5956432
193.html,湖北省$武汉市$黄陂区$滠口街道$滠阳大街$253号$114.354352$30.715163
194.html,广东省$广州市$海珠区$赤岗街道$大江直街$自编3号$113.31169525$23.09995687
195.html,福建省$福州市$台江区$鳌峰街道$鳌峰路$340号$119.349879$26.051958
196.html,湖北省$武汉市$东西湖区$走马岭街道$东西湖大道$4961号$114.045071$30.639316
197.html,福建省$福州市$仓山区$对湖街道$首山路$55号04-05$119.3139035$26.030374
198.html,黑龙江省$伊春市$伊春区$前进街道$青山中大街$232号$128.8952235$47.716167
199.html,福建省$福州市$闽清县$梅城镇$台山路$114号$118.872672$26.221709
200.html,广东省$广州市$越秀区$矿泉街道$三元里大道$341号$113.256529$23.159593
201.html,河北省$保定市$莲池区$和平里街道$永华南大街$65号$115.498252$38.866542
202.html,湖北省$武汉市$青山区$红钢城街道$红钢一街$9号$114.3971368$30.6436338
203.html,安徽省$合肥市$蜀山区$笔架山街道$习友路$934号$117.21816033$31.80194233
204.html,广西壮族自治区$南宁市$青秀区$新竹街道$星湖路$39号$108.34542653$22.80965286
205.html,安徽省$黄山市$屯溪区$黎阳镇$西海路$1-29号$118.287758$29.701581
206.html,湖北省$襄阳市$老河口市$酂阳街道$汉江大道$22号$111.668486$32.378719
207.html,广东省$广州市$番禺区$化龙镇$潭山大道$47号$113.460388$22.999359
208.html,海南省$海口市$美兰区$博爱街道$南联路$22号$110.3510075$20.0358575
209.html,广东省$广州市$从化区$良口镇$怡乐路$28号$113.73075372$23.70445881
210.html,安徽省$阜阳市$界首市$东城街道$富强路$153号$115.367694$33.259095
211.html,广东省$广州市$天河区$猎德街道$海清路$9号$113.337455$23.114366
212.html,河北省$保定市$徐水区$遂城镇$古遂东路$3号$115.557023$39.041883
213.html,河北省$廊坊市$三河市$燕郊经济技术开发区$府西路$90号$116.8089115$39.945391
214.html,广东省$肇庆市$高要区$南岸街道$南兴二路$22号$112.45672166$23.02837
215.html,安徽省$阜阳市$颍州区$文峰街道$文峰路$180号$115.833009$32.8925464
216.html,黑龙江省$鸡西市$密山市$中心街道$光复路$276号$131.8777075$45.54175325
217.html,广东省$广州市$黄埔区$联和街道$长安街$156号$113.44058$23.186178
218.html,广东省$广州市$天河区$珠吉街道$中山大道中$1029号$113.41836633$23.11856366
219.html,湖北省$襄阳市$樊城区$清河口街道$大庆东路$221号$112.1658255$32.057394
220.html,湖北省$武汉市$武昌区$水果湖街街道$汉街$190号$114.336114$30.55893106
221.html,广东省$广州市$花都区$新华街道$凤凰北路$32-81号$113.233837$23.3993405
222.html,福建省$泉州市$石狮市$凤里街道$农贸路$134号$118.631715$24.734505
223.html,海南省$海口市$龙华区$金贸街道$文华西街$16号$110.298795$20.02141366
224.html,安徽省$合肥市$庐阳区$逍遥津街道$红星路$103号$117.28576925$31.8595295
225.html,广东省$广州市$番禺区$石楼镇$集兴一街$4号$113.521265$22.912856
226.html,广东省$广州市$番禺区$大龙街道$旧村东路$15号$113.399869$22.962176
227.html,福建省$泉州市$晋江市$陈埭镇$摩登路$26号$118.61842333$24.81825466
228.html,河北省$保定市$涿州市$桃园街道$金街$93号$115.978117$39.4823205
229.html,湖北省$武汉市$江岸区$一元街街道$岳飞街$9号$114.29828775$30.5895465
230.html,湖北省$武汉市$武昌区$东湖风景区街道$东湖路$148号$114.3608532$30.5575123
231.html,安徽省$合肥市$蜀山区$琥珀街道$长丰南路$603号$117.26322333$31.866341
232.html,广东省$广州市$番禺区$市桥街道$捷进中路$82号$113.3551055$22.949028
233.html,广东省$广州市$白云区$均禾街道$洞隐东街$31号$113.274395$23.248169
234.html,河南省$郑州市$金水区$南阳路街道$岗杜街$10号$113.652276$34.769922
235.html,河北省$保定市$定州市$北城区街道$中山东路$39号$115.01392933$38.509865
236.html,福建省$厦门市$思明区$莲前街道$前埔东路$473号$118.176055$24.475145
237.html,河南省$三门峡市$灵宝市$涧西区管委会$弘农路$175号$110.87288533$34.51623744
238.html,广东省$广州市$增城区$荔城街道$五福街$5号$113.829714$23.284516
239.html,湖北省$武汉市$新洲区$邾城街道$新洲大街$3号$114.794204$30.84372466
240.html,海南省$海口市$美兰区$灵山镇$灵桂大道$93号$110.439575$19.971633
241.html,广东省$广州市$从化区$江埔街道$罗沙路$256号$113.6055785$23.5238805
242.html,广东省$广州市$花都区$花山镇$106国道$36号$113.2788446$23.4512626
243.html,河南省$郑州市$管城回族区$南关街道$布厂街$53-12号$113.668541$34.7397455
244.html,河北省$保定市$竞秀区$保定国家高新区$隆兴西路$45号$115.4645045$38.9004135
245.html,湖北省$武汉市$蔡甸区$沌阳街道$贸易路$85号$114.15018$30.488019
246.html,湖北省$武汉市$洪山区$洪山街道$文荟街$73号$114.3437915$30.5066826
247.html,福建省$福州市$鼓楼区$华大街道$北后街$21号$119.293283$26.094572
248.html,广西壮族自治区$来宾市$兴宾区$城北街道$迎宾路$230号$109.20796466$23.74181266
249.html,湖北省$武汉市$东西湖区$径河街道$吴北路$151号$114.14217$30.6420185
250.html,广东省$广州市$花都区$新华街道$红珠路$48号$113.21330466$23.374996
251.html,安徽省$合肥市$包河区$望湖街道$淝河路$265号$117.3083895$31.842641
252.html,湖北省$襄阳市$襄城区$欧庙镇$建设大道$88号$112.1642644$31.8591506
253.html,广东省$广州市$番禺区$钟村街道$钟韦公路$154号$113.299827$22.973809
254.html,海南省$海口市$龙华区$金宇街道$博巷路$110号$110.334761$19.999551
255.html,湖南省$常德市$澧县$澧阳镇$永兴寺路$262号$111.764887$29.641397
256.html,广东省$广州市$海珠区$海幢街道$牛奶厂街$10号$113.26384$23.10514933
257.html,广东省$广州市$南沙区$黄阁镇$黄梅路$25号$113.508099$22.825325
258.html,广东省$广州市$增城区$荔城街道$开园中路$149号$113.829006$23.306885
259.html,福建省$厦门市$思明区$筼筜街道$湖滨南路$803号$118.11792133$24.47632133
260.html,广东省$广州市$花都区$新华街道$建设北路$83-15号$113.202807$23.388406
261.html,河南省$郑州市$中原区$棉纺路街道$桐柏北路$68号$113.6149585$34.76077133
262.html,广东省$广州市$海珠区$龙凤街道$仁和直街$21号$113.25957714$23.09901357
263.html,广西壮族自治区$来宾市$兴宾区$城北街道$古三路$东138号45$109.23108$23.74075333
264.html,福建省$福州市$福清市$东张镇$玉井街$170号$119.2484775$25.7099515
265.html,福建省$厦门市$同安区$祥平街道$陆丰路$64号$118.149639$24.724814
266.html,黑龙江省$大庆市$大同区$大同镇街道$同阳路$43号$124.836143$46.035179
267.html,广东省$广州市$增城区$石滩镇$立新西路$146号$113.780126$23.182699
268.html,广东省$广州市$番禺区$石基镇$置业街$11号$113.436654$22.953921
269.html,广东省$广州市$海珠区$海幢街道$前进大街$25号$113.26189427$23.10702933
270.html,黑龙江省$大庆市$让胡路区$龙岗街道$繁华街$33号$124.88177884$46.63201369
271.html,湖北省$武汉市$新洲区$双柳街道$学林路$125号$114.651438$30.59073133
272.html,海南省$海口市$龙华区$海垦街道$滨涯路$35-1号$110.306995$20.001786
273.html,广西壮族自治区$南宁市$良庆区$大沙田街道$吉象路东一巷$1号$108.337221$22.759734
274.html,安徽省$合肥市$包河区$大圩镇$南淝河路$19号$117.375169$31.77388116
275.html,湖北省$武汉市$青山区$厂前街道$冶金大道$281号$114.4315785$30.6230505
276.html,广东省$广州市$白云区$京溪街道$京溪大街$58号$113.3276865$23.1813595
277.html,湖北省$襄阳市$襄城区$余家湖街道$岘山路$138号$112.16305$31.966945
278.html,广东省$广州市$天河区$珠吉街道$珠吉路$94号$113.427614$23.129465
279.html,广西壮族自治区$南宁市$宾阳县$黎塘镇$永安西路$362号$109.120181$23.196185
280.html,广东省$广州市$白云区$太和镇$科兴路$3号$113.3346394$23.3035624
281.html,福建省$泉州市$晋江市$英林镇$同仁街$227号$118.578649$24.627226
282.html,河南省$郑州市$二七区$建中街街道$政通路$58号$113.648173$34.724926
283.html,海南省$海口市$秀英区$长流镇$滨海大道$272号$110.20335062$20.05519837
284.html,福建省$泉州市$永春县$东平镇$太平街$125号$118.3375395$25.3043
285.html,河南省$郑州市$登封市$嵩阳街道$崇高路$225号$113.035306$34.4642105
286.html,湖北省$武汉市$黄陂区$前川街道$前川大道$448号$114.36371272$30.864884
287.html,湖北省$武汉市$汉南区$纱帽街道$银莲路$200号$114.073486$30.3086285
288.html,福建省$厦门市$集美区$侨英街道$凤林中路$171号$118.109417$24.59263
289.html,湖北省$襄阳市$宜城市$郑集镇$紫禁路$51-4号$112.30288212$31.64865306
290.html,福建省$福州市$台江区$义洲街道$宁化路$3号$119.29492$26.05893
291.html,广东省$东莞市$$石碣镇$同庆街$35号$113.802375$23.106385
292.html,河北省$保定市$清苑区$清苑镇$发展中街$22号$115.49583975$38.778731
293.html,湖北省$武汉市$武昌区$水果湖街街道$洪山路$57号$114.34703616$30.54633083
294.html,广西壮族自治区$南宁市$西乡塘区$北湖街道$万秀北路$165号$108.3105205$22.85036075
295.html,广东省$广州市$白云区$人和镇$江人二路$242号$113.2650185$23.307181
296.html,广西壮族自治区$南宁市$武鸣区$城厢镇$建设街$203号$108.2758985$23.1596195
297.html,湖北省$武汉市$江岸区$二七街街道$韦桑路$70号$114.30583166$30.62377933
298.html,福建省$泉州市$鲤城区$鲤中街道$城西路$30号$118.575676$24.916176
299.html,福建省$福州市$闽清县$梅城镇$解放大街$90号$118.86138033$26.21882933
300.html,河南省$郑州市$巩义市$杜甫路街道$新华路$1附4号$112.9835065$34.73962316
301.html,广东省$广州市$花都区$新华街道$建设北路$118-1号$113.20476766$23.39366866
302.html,河南省$郑州市$二七区$嵩山路街道$长江中路$129-18号$113.630218$34.709638
303.html,广西壮族自治区$南宁市$武鸣区$城厢镇$灵源路$212号$108.27368566$23.15502666
304.html,广东省$广州市$荔湾区$岭南街道$沿江西路$42号$113.252171$23.1072255
305.html,黑龙江省$大庆市$肇州县$肇州镇$之平街$118号$125.276848$45.706257
306.html,广东省$广州市$从化区$城郊街道$旺城北路$57号$113.572928$23.558158
307.html,广东省$广州市$荔湾区$彩虹街道$周门北路$12号$113.240476$23.13248433
308.html,河北省$保定市$徐水区$安肃镇$城内中大街$209号$115.65724566$39.02120758
309.html,河南省$开封市$禹王台区$菜市街道$医院前街$42号$114.342822$34.780196
310.html,河南省$郑州市$荥阳市$索河街道$索河路$90号$113.384973$34.788666
311.html,黑龙江省$大庆市$让胡路区$乘风街道$南一路$335号$124.901625$46.586983
312.html,河北省$保定市$莲池区$西关街道$裕华西路$646号$115.48539$38.8603
313.html,河北省$保定市$竞秀区$保定国家高新区$恒滨路$79号$115.46511414$38.92154528
314.html,广东省$广州市$海珠区$赤岗街道$红梅路$64号$113.3132965$23.101951
315.html,安徽省$合肥市$蜀山区$高新技术产业开发区$天通路$99号$117.2022995$31.8499525
316.html,广西壮族自治区$南宁市$西乡塘区$华强街道$中华路$127号$108.30749816$22.82103561
317.html,福建省$泉州市$安溪县$城厢镇$建安大道$168号$118.192285$25.047563
318.html,广东省$肇庆市$端州区$端州区睦岗街道$大鼎路$15号$112.43208942$23.05480628
