filename,label
208.html,海南省$海口市$美兰区$博爱街道$南联路$22号$110.3510075$20.0358575
209.html,广东省$广州市$从化区$良口镇$怡乐路$28号$113.73075372$23.70445881
210.html,安徽省$阜阳市$界首市$东城街道$富强路$153号$115.367694$33.259095
211.html,广东省$广州市$天河区$猎德街道$海清路$9号$113.337455$23.114366
212.html,河北省$保定市$徐水区$遂城镇$古遂东路$3号$115.557023$39.041883
213.html,河北省$廊坊市$三河市$燕郊经济技术开发区$府西路$90号$116.8089115$39.945391
214.html,广东省$肇庆市$高要区$南岸街道$南兴二路$22号$112.45672166$23.02837
215.html,安徽省$阜阳市$颍州区$文峰街道$文峰路$180号$115.833009$32.8925464
216.html,黑龙江省$鸡西市$密山市$中心街道$光复路$276号$131.8777075$45.54175325
217.html,广东省$广州市$黄埔区$联和街道$长安街$156号$113.44058$23.186178
218.html,广东省$广州市$天河区$珠吉街道$中山大道中$1029号$113.41836633$23.11856366
219.html,湖北省$襄阳市$樊城区$屏襄门街道$大庆东路$21号$112.1612095$32.050241
220.html,湖北省$武汉市$武昌区$水果湖街街道$汉街$190号$114.336114$30.55893106
221.html,广东省$广州市$花都区$新华街道$凤凰北路$32-81号$113.233837$23.3993405
222.html,福建省$泉州市$石狮市$凤里街道$农贸路$134号$118.631715$24.734505
223.html,海南省$海口市$龙华区$金贸街道$文华西街$16号$110.298795$20.02141366
224.html,安徽省$合肥市$庐阳区$逍遥津街道$红星路$103号$117.28576925$31.8595295
225.html,广东省$广州市$番禺区$石楼镇$集兴一街$4号$113.521265$22.912856
226.html,广东省$广州市$番禺区$大龙街道$旧村东路$15号$113.399869$22.962176
227.html,福建省$泉州市$晋江市$陈埭镇$摩登路$3号$118.6184778$24.81658206
228.html,河北省$保定市$涿州市$桃园街道$金街$93号$115.978117$39.4823205
229.html,湖北省$武汉市$江岸区$一元街街道$岳飞街$9号$114.29828775$30.5895465
230.html,广东省$广州市$越秀区$白云街道$东湖路$148号$113.287583$23.115337
231.html,安徽省$合肥市$蜀山区$琥珀街道$长丰南路$603号$117.26322333$31.866341
232.html,广东省$广州市$番禺区$市桥街道$捷进中路$82号$113.3551055$22.949028
233.html,广东省$广州市$白云区$均禾街道$洞隐东街$31号$113.274395$23.248169
234.html,河南省$郑州市$金水区$南阳路街道$岗杜街$10号$113.652276$34.769922
235.html,河北省$保定市$定州市$北城区街道$中山东路$39号$115.01392933$38.509865
236.html,福建省$厦门市$思明区$莲前街道$前埔东路$421号$118.17793792$24.4807335
237.html,河南省$三门峡市$灵宝市$涧西区管委会$弘农路$175号$110.87288533$34.51623744
238.html,广东省$广州市$增城区$荔城街道$五福街$5号$113.829714$23.284516
239.html,湖北省$武汉市$新洲区$邾城街道$新洲大街$3号$114.794204$30.84372466
240.html,海南省$海口市$美兰区$灵山镇$灵桂大道$93号$110.439575$19.971633
241.html,广东省$广州市$从化区$江埔街道$罗沙路$256号$113.6055785$23.5238805
242.html,广东省$广州市$花都区$花山镇$106国道$36号$113.2788446$23.4512626
243.html,河南省$郑州市$管城回族区$南关街道$布厂街$53-12号$113.668541$34.7397455
244.html,河北省$保定市$竞秀区$保定国家高新区$隆兴西路$45号$115.4645045$38.9004135
245.html,湖北省$武汉市$蔡甸区$沌阳街道$贸易路$17号$114.1528115$30.4879695
246.html,湖北省$武汉市$洪山区$洪山街道$文荟街$73号$114.3437915$30.5066826
247.html,福建省$福州市$鼓楼区$华大街道$北后街$9号$119.293506$26.0942585
248.html,广西壮族自治区$来宾市$兴宾区$城北街道$迎宾路$230号$109.20796466$23.74181266
249.html,湖北省$武汉市$东西湖区$径河街道$吴北路$151号$114.14217$30.6420185
250.html,广东省$广州市$花都区$新华街道$红珠路$48号$113.21330466$23.374996
251.html,安徽省$合肥市$包河区$望湖街道$淝河路$265号$117.3083895$31.842641
252.html,湖北省$襄阳市$襄城区$欧庙镇$建设大道$88号$112.1642644$31.8591506
253.html,广东省$广州市$番禺区$钟村街道$钟韦公路$154号$113.299827$22.973809
254.html,海南省$海口市$龙华区$金宇街道$博巷路$110号$110.334761$19.999551
255.html,湖南省$常德市$澧县$澧阳镇$永兴寺路$26号$111.763792$29.63750033
256.html,广东省$广州市$海珠区$海幢街道$牛奶厂街$10号$113.26384$23.10514933
257.html,广东省$广州市$南沙区$黄阁镇$黄梅路$25号$113.508099$22.825325
258.html,广东省$广州市$增城区$荔城街道$开园中路$149号$113.829006$23.306885
259.html,广东省$东莞市$$企石镇$湖滨南路$80号$114.0273996$23.0606638
260.html,广东省$广州市$花都区$新华街道$建设北路$83-15号$113.202807$23.388406
261.html,河南省$郑州市$中原区$棉纺路街道$桐柏北路$68号$113.6149585$34.76077133
262.html,广东省$广州市$海珠区$龙凤街道$仁和直街$21号$113.25957714$23.09901357
263.html,广西壮族自治区$来宾市$兴宾区$城北街道$古三路$东138号45$109.23108$23.74075333
264.html,福建省$福州市$福清市$东张镇$玉井街$108号$119.24771$25.709965
265.html,福建省$厦门市$同安区$祥平街道$陆丰路$100号$118.151958$24.724313
266.html,黑龙江省$大庆市$大同区$大同镇街道$同阳路$43号$124.836143$46.035179
267.html,广东省$广州市$增城区$石滩镇$立新西路$146号$113.780126$23.182699
268.html,广东省$广州市$番禺区$石基镇$置业街$11号$113.436654$22.953921
269.html,广东省$广州市$海珠区$海幢街道$前进大街$25号$113.26189427$23.10702933
270.html,黑龙江省$大庆市$让胡路区$龙岗街道$繁华街$98号$124.881814$46.631085
271.html,湖北省$武汉市$新洲区$双柳街道$学林路$125号$114.651438$30.59073133
272.html,海南省$海口市$龙华区$海垦街道$滨涯路$35-1号$110.306995$20.001786
273.html,广西壮族自治区$南宁市$良庆区$大沙田街道$吉象路东一巷$1号$108.337221$22.759734
274.html,安徽省$合肥市$包河区$大圩镇$南淝河路$19号$117.375169$31.77388116
275.html,湖北省$武汉市$青山区$厂前街道$冶金大道$281号$114.4315785$30.6230505
276.html,广东省$广州市$白云区$京溪街道$京溪大街$58号$113.3276865$23.1813595
277.html,湖北省$襄阳市$襄城区$余家湖街道$岘山路$1052号$112.15121292$31.90652203
278.html,广东省$广州市$天河区$珠吉街道$珠吉路$94号$113.427614$23.129465
279.html,广西壮族自治区$南宁市$宾阳县$黎塘镇$永安西路$362号$109.120181$23.196185
280.html,广东省$广州市$白云区$太和镇$科兴路$3号$113.3346394$23.3035624
281.html,福建省$泉州市$晋江市$英林镇$同仁街$221号$118.57820132$24.62694464
282.html,河南省$郑州市$二七区$建中街街道$政通路$58号$113.648173$34.724926
283.html,海南省$海口市$秀英区$长流镇$滨海大道$272号$110.20335062$20.05519837
284.html,福建省$泉州市$永春县$东平镇$太平街$120号$118.338311$25.30411
285.html,河南省$郑州市$登封市$嵩阳街道$崇高路$225号$113.035306$34.4642105
286.html,湖北省$武汉市$黄陂区$前川街道$前川大道$44号$114.3847325$30.870783
287.html,湖北省$武汉市$汉南区$纱帽街道$银莲路$200号$114.073486$30.3086285
288.html,福建省$厦门市$集美区$侨英街道$凤林中路$16号$118.108904$24.592786
289.html,湖北省$襄阳市$宜城市$郑集镇$紫禁路$51-3号$112.30345366$31.648
290.html,福建省$福州市$台江区$义洲街道$宁化路$3号$119.29492$26.05893
291.html,广东省$东莞市$$石碣镇$同庆街$35号$113.802375$23.106385
292.html,河北省$保定市$清苑区$清苑镇$发展中街$22号$115.49583975$38.778731
293.html,湖北省$武汉市$武昌区$水果湖街街道$洪山路$57号$114.34703616$30.54633083
294.html,广西壮族自治区$南宁市$西乡塘区$北湖街道$万秀北路$165号$108.3105205$22.85036075
295.html,广东省$广州市$白云区$人和镇$江人二路$242号$113.2650185$23.307181
296.html,广东省$广州市$增城区$派潭镇$建设街$20号$113.786452$23.4893
297.html,湖北省$武汉市$江岸区$二七街街道$韦桑路$70号$114.30583166$30.62377933
298.html,福建省$厦门市$同安区$大同街道$城西路$130号$118.14742566$24.73070633
299.html,福建省$福州市$闽清县$梅城镇$解放大街$8号$118.85963166$26.21924816
300.html,河南省$郑州市$巩义市$杜甫路街道$新华路$1附4号$112.9835065$34.73962316
301.html,广东省$广州市$花都区$新华街道$建设北路$118-1号$113.20476766$23.39366866
302.html,河南省$郑州市$二七区$嵩山路街道$长江中路$129-18号$113.630218$34.709638
303.html,广西壮族自治区$南宁市$武鸣区$城厢镇$灵源路$212号$108.27368566$23.15502666
304.html,广东省$广州市$荔湾区$岭南街道$沿江西路$42号$113.252171$23.1072255
305.html,黑龙江省$大庆市$肇州县$肇州镇$之平街$14号$125.274177$45.705908
306.html,广东省$广州市$从化区$城郊街道$旺城北路$57号$113.572928$23.558158
307.html,广东省$广州市$荔湾区$彩虹街道$周门北路$12号$113.240476$23.13248433
308.html,河北省$保定市$徐水区$安肃镇$城内中大街$209号$115.65724566$39.02120758
309.html,河南省$开封市$禹王台区$菜市街道$医院前街$42号$114.342822$34.780196
310.html,河南省$郑州市$荥阳市$索河街道$索河路$90号$113.384973$34.788666
311.html,黑龙江省$大庆市$让胡路区$乘风街道$南一路$335号$124.901625$46.586983
312.html,河北省$保定市$莲池区$西关街道$裕华西路$646号$115.48539$38.8603
313.html,河北省$保定市$竞秀区$保定国家高新区$恒滨路$79号$115.46511414$38.92154528
314.html,河北省$保定市$易县$易州镇$红梅路$4号$115.50106$39.352444
315.html,安徽省$合肥市$蜀山区$高新技术产业开发区$天通路$99号$117.2022995$31.8499525
316.html,广西壮族自治区$南宁市$西乡塘区$华强街道$中华路$127号$108.30749816$22.82103561
317.html,福建省$泉州市$安溪县$城厢镇$建安大道$16号$118.1973548$25.04084592
318.html,广东省$肇庆市$端州区$端州区睦岗街道$大鼎路$15号$112.43208942$23.05480628
