,app,normalflow_mean,fraudflow_mean,normalflow_var,fraudflow_var
47,新浪网,90.64856475839039,71.1430155907394,147481.84448478388,105224.15208886428
48,360安全卫士,32.313570842122644,24.496167358739417,77156.0321775505,29838.601587223853
49,CNZZ统计,2.2901986651196222,2.4213366590344343,52.60067867637089,54.287133163563446
50,天猫,32.35706491263682,30.148473861788915,5866.071982806597,4870.9886700190955
51,NetBios,3.287341053619855,0.612614546364885,5350.208484534619,31.55113435069129
52,SSDP,1.1142664611759494,0.8279537401701275,18.368942075068066,5.8941491489709525
53,腾讯灯塔,3.322203465425949,3.565257606121025,60.75219084435732,63.96876035870084
54,JPush,5.8962727707495075,5.157335393569049,1177.575603015346,517.1151935708051
55,个推,2.931506726741791,2.0394528901371856,92.68521940606135,28.558329437289572
56,Google Analytics,1.4385362554045606,2.011294858351998,30.285357186122265,30.02699403372027
57,优酷,1293.9387845544443,2018.570322909127,96800311.6265662,77353457.07403852
58,火山小视频,1076.2189405487804,736.5964142192494,39574144.4015126,7011535.656182877
59,爱奇艺视频,3276.4940267631127,4398.392810275953,173458376.85079244,207674832.6131509
60,腾讯云,71.11659581098776,50.495844285943534,168734.26063647584,20446.141324631437
61,QQ音乐,300.07312116852967,421.24128461255793,1578388.9382039912,1876676.2622948776
62,AdMaster精硕科技,0.20368451673268365,0.16115463331087954,0.22262571028171427,0.05556765278247242
63,Tanx,1.8717548905399168,1.6156201889935662,19.265658469167708,17.940289688771756
64,FXLTSBL,0.8781910529368727,0.41475573332413385,8.917260327074178,0.6106827838836163
65,RTMFP,120.57678571277636,136.64246328926643,568128.662883244,2443190.5112712816
66,MySpace,8.032220075792623,16.75963382583728,717.3636983020743,2369.4565816882127
67,新浪微博,434.10001163540664,225.42705340179998,6531543.689475706,871996.0671819792
68,BaiDuTongJi,2.222589998700172,2.271339714932604,30.895924586982673,34.62793988390152
69,Facebook,4.889605321514774,6.289535261009754,848.0977108369474,415.50782936373895
70,RTCP,0.043128768784783895,0.06019830597535539,0.00919895130421908,0.020976160193918694
71,百度新闻,2.433530079990352,1.456667873594496,92.89719488578024,14.312042327744487
72,讯飞语音云,6.127075922171713,11.816424934952348,11783.620282140055,11992.98035662237
73,搜狐网,16.502880329671115,8.059967291200316,50098.81597192893,1346.0268460545908
74,XiGuaShiPin,522.8152399548553,406.20902564427627,4133332.629907886,4818638.130558354
75,北京字节跳动科技有限公司,20.812165903047074,13.942265722203382,17158.840767484042,3536.6652997301458
76,魅族应用中心,9.151880694705696,6.628417503390323,7686.296805709518,6229.690080730126
77,艾客信息咨询,1.227854230854535,1.1479430100352495,11.402672029439987,8.340398542718525
78,百度视频,326.10431235119256,256.75057663956306,2975947.8657113565,2640454.613958261
79,ShareSDK,3.320496884508691,2.7070622504511967,913.605201528384,77.36278755368681
80,快手动漫,950.4615409046096,1453.645548526303,19775668.857096456,28404487.589809716
81,财付通,2.1444776211374235,2.639456273257874,428.5190467892505,24.16453861030951
82,XiGuaShiPin_HTTP_Video,1514.664247978523,1654.3969570519268,38071316.003391676,94506056.36992072
83,网宿科技,10.670097917244686,11.550372771103017,12112.216040134175,7279.655004157418
84,SIP Control,1.6134129865956515,1.13935517280151,49.927301611315414,29.90011630974291
85,OPPO公共服务,85.54102795540061,45.07232162429065,46187.582949149924,27866.056128984772
86,华为应用市场,281.25557880588406,189.3699535606499,876283.2764455557,433952.57525836304
87,七牛,6.590779530874255,6.663620729084256,1230.296399455139,592.774940622928
88,139邮箱,1.089384054799109,0.7323573087391101,18.185626342226982,3.745171552126099
89,国双,0.15180228232371168,0.17268236610184476,0.1291363887896631,0.15333811401440775
90,美团,191.72665809784266,242.76508655502465,215548.14109792322,205953.62160366168
91,WiFI万能钥匙,39.65168890792913,31.111161524855245,9676.569027346695,23445.926455971206
92,Vivo官网,309.60249779557074,215.96461861597035,891240.4392179991,545108.8277127072
93,ITunes,118.0580261760089,108.54521528043244,93195.27256969851,111720.53507717524
94,DoubleClick广告,0.6644163925154412,0.2737857536836104,138.08173867395436,0.5568896168348988
95,搜狐视频,26.50441433512147,23.026659257366727,57843.98113907053,17919.820664545005
96,银联网上银行,4.0796121951542785,5.4322327366025425,547.7046190375236,549.3738963633724
97,Qzone,13.850210245414699,14.561046576631663,2390.386353174644,1819.2056606961828
98,有赞网,9.207594948024541,7.091214725806278,1985.9608543820373,402.0068159515392
99,appjiagu网,1.4309552534100136,1.241080553103716,20.2196176800699,6.438018333204875
100,品友互动,0.30397968676696296,0.18565813700358072,1.8089063987647982,0.4301858962804781
101,QQ游戏,32.41020002299266,48.0087375587141,9391.893794321466,13984.626354558026
102,微视,438.35722015961403,249.5603003886916,3767596.2757652504,653075.139442267
103,中国电信营业厅,1.2027174463189645,1.790325097921418,33.862789194786345,52.3012786322431
104,搜狗输入法,10.048896999279988,21.669226944765306,2630.713271494212,10831.79958823072
105,酷狗音乐,437.71107298390126,469.95421786943086,3168563.8449841044,3371718.781713242
106,TalkingData,4.674150246705817,4.076875574313677,220.80886280557314,200.91421364790358
107,加和科技,0.015467225989965609,0.011861785564547271,0.0011220197086277246,0.0007271547256420315
108,大众点评,37.680969399473895,36.25687795373338,13870.099332891295,8315.458210899222
109,一点资讯,126.08861658247096,73.26088474716343,1185038.1554108388,533378.2654828739
110,腾讯微博,0.19687757404672596,0.33822200802491986,0.6215289691758723,1.0737292906778606
111,QQ阅读,39.17799398161116,33.19266604811219,47594.94065217088,23845.622844809997
112,Cloudflare,12.841984628557086,14.168339762869469,7352.509095380869,3482.789443275424
113,Bootcss,0.5875416419651985,0.43844902217388154,136.16808841961327,0.7266127404366337
114,腾讯手机管家,8.448340270659504,11.370698603346893,1749.1525394778598,1969.2331991354727
115,微云,3.353154541806477,4.4499862036937285,899.1930182952901,360.15092890206375
116,神马搜索,19.693155075864095,14.993861388044747,5087.921993267826,1332.5445138934238
117,58同城,16.238763369091213,25.010409308357474,4097.338210333805,3892.009483095873
118,滴滴出行,181.96255311731875,108.63276006046094,1719678.5652032509,289253.54874658707
119,QQ TongXunLu,2.367668664287062,0.8128827810287476,66.28607613181775,7.211862495598852
120,Growingio,1.0184632138914416,1.4004421552988533,17.48268146443498,12.946701188447447
121,苹果服务,108.20901243428193,71.38552281569807,41584.84868552747,38648.402009237536
122,听云,2.058932771610673,1.414943113267047,99.09675100993898,42.061892143182995
123,武汉安天信息技术有限责任公司,0.7315950191549253,0.5981430992803077,2.400751595371292,6.047017697558144
124,易企秀,9.566810164653079,9.913806927406181,774.2029299832111,430.8576068174213
125,ChinaGovSites,13.202519275568708,9.279503099953951,3273.482255016271,617.0935704578546
126,亚马逊购物,31.93261837394614,63.77412584222899,29817.387054755865,103841.37767315659
127,凤凰电台,40.838194343187126,8.688652820156928,1441438.6662567914,627.000668181931
128,QQ旋风,68.05930049378132,83.26061014533043,58950.809575882675,85152.76742018446
129,百度知道,11.132117993629585,9.5974593248196,510.7849256546426,554.493307786239
130,wifi万能钥匙广告系统,27.198764269156325,15.513879782234142,7563.524805298254,1078.0389475444595
131,百度贴吧,28.447047686040523,53.00660109873695,62880.39946353894,97605.76723771282
132,QQ同步助手,1.9405770784085499,2.13726276519884,67.6444068536238,66.78184127748871
133,Appsflyer,3.4557760967889104,6.207604444943941,264.88628107772627,425.22581878783564
134,FengKongCloud,1.2270172536168873,1.1285366038550142,22.854684299787674,26.00015641426802
135,中国移动应用,4.146336057182773,5.940329146006751,1579.442991416976,5738.700200052159
136,ICY,369.6099473524061,372.96883862911506,2246021.85245273,2175592.6376357856
137,Teddymobile,1.4676960689023977,1.3113531590866567,13.027678498589381,36.331753800529135
138,快手,4567.132465254612,4760.175579390056,186152187.768099,152006854.3546751
139,ShuiDiChou,4.079349766887412,3.7981672961302477,48.28396405507073,47.92018553935357
140,九游,7.531976398457302,2.5612663131162345,17018.86111600289,272.03772329931934
141,米聊,0.9172056458642612,0.6322416529935949,26.887574266802496,11.877473024012954
142,携程旅行,16.91564510892409,19.150645571764013,3139.7762304807998,3626.667596728224
143,小米商城,17.4700107730681,21.88112855275472,6383.906072214436,73550.06751157175
144,钉钉,42.775198084762295,18.677551939263697,22848.561478026008,5528.916849310275
145,百度网盘,95.6553953607144,152.1023038190954,520017.54144356016,706618.6269665849
146,爱奇艺PPS,35.45764824385789,114.19803052558038,63444.87092926106,426184.8878004529
147,掌阅iReader,29.62205774700919,13.893570277067992,47414.98150263465,2943.7346097239106
148,好看视频,2.4019118280501197,13.989913564867678,74.86383565979446,18864.293697196626
149,华扬联众官方网站,0.19316528893359808,0.21348580592820623,0.3767772891620997,0.577160454705519
150,QQ商店,4.401011202151959,4.147226052741482,262.87437391474407,101.75583371661904
151,WAP2,0.17661225259390556,0.16290300664767413,0.37480997376158826,0.21314859953949028
152,网易新闻,9.179618206124632,15.734397456956946,18269.777464541177,15176.31822306066
153,百度钱包,1.0845745131548714,1.502411353545377,21.522435387503247,21.39358464205811
154,华为网盘,85.09527306807668,39.43458980601617,238990.79048938636,12000.033629483838
155,蜻蜓FM,32.582814503726006,0.9121266979641385,427266.93726200034,22.65473005306928
156,农行掌上银行,8.82124133437472,12.904661541399749,547.4760055657857,1087.8121908126232
157,Izatcloud,3.2771115576481127,2.841667409213084,372.7694696446423,536.7793025732407
158,同程旅游,8.37586046507957,18.52166665219106,756.0542980292495,1629.2391276984329
159,华为商城,4.152117647676387,2.8735064301896194,240.50939290355814,63.65999653316832
160,百度百科,1.8870846750603052,1.402920675093603,24.06419354221037,9.970076587237855
161,Ksmobile,6.157908509737865,6.761751179184232,624.7056435441449,1911.9697664163257
162,百度文库,5.84216753191918,3.2046528133919567,507.5047065856124,79.86290598651546
163,GoogleAdsense,5.622913776477949,3.991658985399597,489.8335596562561,154.54487710277118
164,QQ群,0.7526488794999964,0.7871908698763166,8.681747876766261,9.271852554566136
165,王者荣耀,340.88870135206645,512.0281950913943,1334387.8109930458,2538426.162068443
166,苏宁易购,38.46728953666007,17.004680979636408,152397.38237137088,4168.777255690669
167,CIBN互联网电视官网,364.5769382912772,321.66800020611475,5717527.265944522,1583383.6736827292
168,Shuzilm,0.2746949668054457,0.21532132615258684,0.46171208886108667,0.33258427524967266
169,Akamaihd,1.4274077098630988,4.933903355501136,165.9820280531393,3661.64714720253
170,中国天气通,21.806593117717814,21.463081970034054,3097.7837651485643,4834.41249237876
171,悠易互通广告,0.21372624244751567,0.07613165691645458,5.646006778047368,0.06419981514554528
172,AiTingZhuoYue,68.45633340036714,120.7441198241954,125622.15641863397,423950.5850582123
173,QQ邮箱,18.05458730941653,13.558163095467357,3153.70759878157,1378.5406814985229
174,华为桌面云,2.2245380592186046,1.7570462902216442,12.215954350408753,10.638607288658152
175,环球时报,8.067939087397484,3.1075745444884273,6791.932249755108,73.3964255642046
176,LkMe,0.47118784795041946,0.3842606106582953,1.6881628977849537,0.6984954349378081
177,AliBaBaCaiGou,1.1590890621543444,26.30589504473605,342.66076464993785,158795.49980825416
178,WangYiQiYu,1.1065131549177498,0.6514522854874774,204.26067818778938,2.943909165782973
179,IOS PushMessage,22.022529446183913,8.160037310807022,679.8024674108603,344.2086554484417
180,平安服务,10.51850199490629,16.604253412776963,1576.8570461516515,3836.5061579453304
181,上海宏路数据技术股份有限公司,0.11386056498908179,0.0200287880153831,7.615057779422796,0.0008882143067807518
182,陌陌,628.7435392854919,1516.5179748535156,12628412.002110712,32640427.8533021
183,WangShangYinHang,0.7470087950982308,0.7513059879998741,2.6608408662154854,2.4268440014611365
184,信析宝,3.9664519568636165,2.5054326625849237,147.98436028344852,126.2607633832762
185,TengYunTianXia,0.01869781293730805,0.02167031520933617,0.0025828192959652936,0.0020339302870847507
186,MIS系统,2.432330892695937,1.681573022727016,402.98933681967094,31.21149749152782
187,聚胜万合,11.343777333591001,4.096366110513377,53544.832473615,400.70667893302635
188,喜马拉雅听,186.29144081008832,64.04254524598872,2579874.0665877494,98500.17561473513
189,AppleiCloud,144.03962956669713,118.33855228546338,72860.93737159534,113259.48687008086
190,对吧,8.94102491663362,1.0736232148003333,51083.66793302489,13.648852144185325
191,全民K歌,180.6106726096065,73.83373647795783,1313891.0344319579,41145.28956255054
192,网易云音乐,559.5019592484487,382.45353381828573,4354858.008433449,1564147.0856949275
193,谷歌地图,8.069181170157336,8.823974494196943,3106.6229045524797,4276.54755237814
194,3GPP,0.4063517598822565,0.2094172386273946,0.8540724809106235,0.6053751480215113
195,TongDun,0.4372396682902851,0.6119246140965876,3.09455560841319,8.399894773180954
196,中国建设银行,9.660270612747944,14.198557590751491,1508.1485664602221,1954.2622855737916
197,我要啦,0.17553624206067525,0.17642615021777755,1.4266556684188119,0.34177271845829016
198,Openinstall,0.7475884301321847,2.182192363666491,146.81787015436902,359.3912599299893
199,酷6视频,58.82636218413169,16.800212881538304,326855.5270909893,5369.4200824851905
200,谷歌搜索,0.06794050413479341,0.06441206681100946,0.09046361634678605,0.08183687860219976
201,Mookie1,0.021792113223922587,0.019493671980771152,0.0015100935515824873,0.0006573014041844605
202,LeBoTouPing,0.3141402310060087,0.32236731651774997,2.754516896682831,3.390830216553457
203,中国工商银行,20.37267888561497,39.20273200733455,13495.064504012598,19336.42459250676
204,豌豆荚,1.3045671739328795,1.3107184012730917,105.25161769289846,48.1721063874008
205,华为服务,4.080876105847645,3.7110758138739546,3543.562358620752,201.9461623549032
206,NearMe云笔记,89.7766217389037,29.274539805699458,205062.42036228938,23195.185006257267
207,百度糯米,1.4783645945835888,1.1201016722607011,51.659567007106524,5.992622256436338
208,艺龙,1.9742883749244626,3.456174540232463,58.882477844502354,103.96025624255168
209,PP助手,17.40798999433387,18.756754084995816,4461.662933083649,2994.6462308441673
210,Scrcu,12.541753169549889,8.801479808867924,1847.5768066182197,609.8317359281898
211,触宝,6.403708171936447,1.2312452590543461,1012.0507133517916,32.07280425120333
212,Digicert证书校验网站,0.4634242007370981,0.32535088456070815,2.6512375294365484,1.2970917499898227
213,苹果地图,71.43213169302093,42.33914852142334,14720.303194521615,5862.194164231435
214,起点读书,6.095736991756349,4.4448783747957785,1026.4760949339627,92.04995688554641
215,360搜索,1.4385177454997584,0.8759498737826206,41.82634266222307,24.125667510107785
216,人民网,8.42462981213538,8.911713969500768,345.3968865122289,477.2202862428751
217,唯品会,80.78081955532515,23.905887801995437,105234.484543755,13550.58694696034
218,领英,2.299458625260262,3.3941802978515625,208.3536486577036,305.29120448694835
219,Other VoIP,13.061257128792013,21.958394724527995,3848.7678931995606,17598.679923659336
220,Twitter,0.23032690584659576,0.6861215591430664,5.181264847320404,14.8370607589979
221,哔哩哔哩动画,1027.1167818135782,721.4440823422665,45134010.75214721,10567678.804019472
222,AppStore,844.1069783499847,869.572645790723,6721368.08425293,4656478.783732646
223,沃TV,0.10270889551361646,0.10170000791549683,0.7656123705922186,0.3211666868210407
224,知乎,45.03404035588702,26.56581514375704,73685.493142328,14099.863315353878
225,中国联通手机营业厅,3.4048487481083662,15.218241350991386,120.7867517135754,17467.35703819186
226,百度网址大全,0.06309005250322058,0.05301357472984536,0.017321195366296675,0.006522626469576212
227,金山网络,5.548975293490352,5.620171801249186,761.3868303322153,1527.960192852337
228,Telegram,0.15155349104104904,0.05805728186858944,0.83174899238901,0.009801115890414581
229,UC网站访问,10.621189059572739,11.350179400523947,2242.6962393609897,2428.9957879560698
230,秒拍,53.530877935093336,25.296821650943237,366790.8345044456,70349.67819960868
231,WPS Office,13.665362717577972,19.117469985310624,2524.6900335865103,8379.898888252528
232,VIVO应用商店,5.746383834683724,3.217079159309124,1275.864521057501,54.90580664653546
233,oppo应用商店,334.65446313983665,228.94254897685533,747551.9072495673,227040.42598270506
234,搜狐新闻,2.548974060175712,1.0092021052757005,807.6920812105226,18.697313134087214
235,KuGouZhiBo,12.177760191278143,21.339558564084868,1681.6469231158453,14605.86082861166
236,BitTorrent,143.20655618736092,70.68715883230234,710445.6649462188,118050.37890259294
237,Coloros,33.41290382221514,17.134890181347004,4298.870011004842,1339.7255178709177
238,Unity3D,1.018817950746773,1.414404992281535,9.27214465781184,9.77304014362519
239,麦当劳麦乐送,7.046485779596412,9.76398505894005,467.3233796304768,1281.4724749876475
240,NeiXin,4.431237440132344,4.136706771521733,212.106924160598,79.52638735573265
241,Eastday,22.981681925986745,8.858218858408373,34083.522244331565,2258.095299296877
242,ShouQianBa,0.9416499864869043,3.5301513103170135,31.32877158122375,726.9129520704918
243,FengDongcdn,3.9133312590669154,4.3952145011801464,273.360976039445,444.3807730178417
244,MDNS,0.4193699798241859,0.18478409248062327,24.921788280415413,1.4040214267481603
245,Imtmp,0.127932409786823,0.042286923057154605,0.48989475235947294,0.010913442495246159
246,百度音乐,648.9960124368325,643.5384609276908,5951234.035347377,3374340.0245603113
247,小红书海外购物神器,482.90047412067827,703.5588969963824,7705198.455579333,37441680.89312812
248,京东金融,7.240625513924493,11.811713619987563,1381.0416634058279,1821.2246172926343
249,金山办事处,0.6419525650147045,0.735510413054448,8.541623866815765,8.42127023813204
250,快的打车,0.5521863625974072,0.4144053361052839,10.944321145364878,1.8031703904779945
251,芒果TV,579.4799010841934,515.8804408025138,5036943.547048171,2806684.666483429
252,FastlyCDN,0.17379918848337675,0.1908635583153383,0.6459502491826541,0.44636519782769274
253,有道词典,13.602866753482148,10.804058092396433,3676.572374506728,3553.8275185100997
254,虎牙直播,469.92368794970537,702.3667507010899,10039851.208147524,10748134.025856635
255,太平洋电脑网,1.3237835061493644,2.0716656394626782,63.42010429392251,49.89246333248408
256,豆瓣小组,38.20237070743484,7.661792606677649,175451.09328674257,4819.043880206905
257,AccuWeather,9.873527670718747,6.0343354788933015,456.9899203326619,355.1490848589052
258,金山云,48.922269825819065,17.722736145468318,788538.8299444123,3683.3432464413695
259,融云即时通讯云,0.787753677368164,0.387428694856381,37.99619773038617,0.8475452565327589
260,喔噻,0.9014910809056554,1.9345073653430473,3.488719226781146,99.28665980968785
261,饿了么,43.39394015605535,54.008630732272536,39735.911408552536,60952.071528882254
262,MM商场,5.305556621599558,7.8850392945773935,7788.345805718018,8435.011446155657
263,CaiNiaoGuoGuo,1.5041838924665958,1.2352223212902362,158.22669622385456,16.810584405143945
264,AppleCertificate,3.170082196504056,1.9059752458101744,9.078733336783381,8.997517258620153
265,XYCDN_Other,4.707524301884154,3.39198187314547,329.78443524142693,324.2867839273766
266,Apple Siri,22.77506794155277,20.21559693099587,1458.5532356271535,2163.5599773732947
267,Dftoutiao,12.979104957992224,3.8308963139851886,12530.030856684734,195.08758622907726
268,eMule,1.089837730908003,0.7837811743306835,80.98610242044212,26.52976290093759
269,iMessage,2.7045932843370837,1.9129243542166317,9.716247719102238,15.2502544171361
270,Tencentmind,0.062618202566347,0.05485165262796793,0.0218421299582358,0.013200913551067716
271,小米应用商店,274.7495945222747,298.65437160491945,1614032.8238347718,2483285.012212245
272,TianTianKuaiBao,4.369949136291656,1.8226051966349284,625.7158282356551,66.60585346921357
273,Qschou,2.181201296719638,2.406731985448822,24.076126542786035,14.290255396815203
274,猎豹清理大师,8.558812574381978,7.060930700383635,3605.4465474209546,3086.044372933249
275,CM Security,1.2151952726820086,0.6699998047616745,144.38327693401186,33.044044372834605
276,瓜子,9.433887531882839,12.514642859760084,4979.7360038275865,5092.965461462947
277,灵集科技,0.029118840081005796,0.025463381557599873,0.003136900023567595,0.002874299684650731
278,Skype,2.6175587262426103,1.1370449334802761,1123.2778170635745,46.97924319586477
279,天气频道,5.950055123726302,4.349834780259566,146.22851684355896,82.13057614539565
280,Kakao Talk,0.9727487467634391,0.7688560201160943,7.3741113986438975,2.836319356377818
281,中国青年网,5.3476940521015015,2.5279889407458604,1762.1148326184743,41.17300137698235
282,咪咕视频,887.5118938672388,901.5868616062662,36437667.8165699,56063515.8517707
283,InMobi广告,4.06276960735396,2.464801517609627,495.1389632628409,98.87549776121206
284,LianShangDuShu,6.870703642004229,1.7932332686658174,5956.611084786704,46.72290761666524
285,作业帮,26.730622227206553,14.15858236948649,11600.751115807534,4696.035063919715
286,3G门户,1.097584949408415,3.2307701629846273,76.4187367038212,1090.4472354794893
287,QQFTN,25.340103874708475,24.59077454266483,9035.48984803789,6019.158075595034
288,极验验证码,0.4916694717625834,1.5480982509313845,0.8945071499710661,43.09667915089726
289,TencentClass,0.6195236332369166,1.2759793774834995,8.76394978353629,77.1305801768729
290,AppleID Login,1.4088960076880268,1.0180129084347758,28.780970688839535,2.52451458534444
291,WenJuanXing,0.7689560720465706,0.8202883516039167,3.7497158901675576,4.041173129258973
292,酷我音乐,198.46346712556883,300.13190423578453,1424311.300070918,5669278.916235074
293,Hangouts环聊,1.2456368763338437,1.5254438683226867,23.783534116020018,16.951619177775292
294,360手机卫士,20.572172323436583,41.2291990492079,10956.314980387542,81691.46361706058
295,DaYu,3.10915212347956,0.7681534731829608,210.2552537367425,4.660615103559258
296,NOW直播,19.461789064917998,11.544791772024972,38882.92138914738,1142.6982784637164
297,Adjust,0.4404768009213078,0.4137902081012726,3.953288961801704,4.206196153479846
298,美图秀秀,134.51288694702922,120.851340429379,84976.7455714751,61567.11460044547
299,Jabber,0.5520864058171074,7.210540655047395,4.835603518828185,7712.388341591833
300,追追漫画,7.909538158754102,1.4492623465401786,2847.503865781725,26.072551624365413
301,腾讯动漫,8.82445808884001,43.94324642346229,5021.057528627047,103760.51541655419
302,Facetime,0.597008397166331,0.1263381260197337,7.7789191162743565,0.14085030744835533
303,小年糕,255.66012956873897,95.89882905960083,953292.123414853,58288.02292906825
304,咪咕,8.45576952684565,7.055627524852753,1303.7583584013194,1355.6183319930408
305,Comodoca,0.3156796897688338,0.418142395634805,3.2820752694108477,5.163757005878791
306,汽车之家,126.25353852040209,107.29733657836914,236419.394080083,67173.10062113688
307,去哪儿旅行,39.25317479032696,19.242110378337355,20952.902084137568,5469.783491035764
308,Sobot,0.7426117369132523,0.4468518466484256,118.76398184947455,2.134943168406672
309,HereMap,8.050230217522612,8.924492452965408,736.3745254708541,1373.71394457325
310,联发科芯片科技,8.15221064908661,4.892746883587246,911.7947882287534,114.23558381542719
311,Find My Friends,2.7663771906099117,1.8852174282073975,15.268560487350301,13.860321145922539
312,Flurry,2.54509681695709,2.103420349859422,253.33670656203537,35.675363308943574
313,QQ飞车,11.728266764947824,20.069920819600423,9053.606666390704,14285.85151391117
314,聚美优品,72.29600507754256,14.15011630268217,43304.62723968496,1447.7709194135305
315,Xhamster,0.3323006082025374,0.1557259008187015,11.487495550911335,1.2239404814176027
316,Aiclk,251.63157943131816,46.50941623812137,677911.9981911621,57537.17288197595
317,迅游,19.02340784856087,22.569122281339432,2431.8611596094656,2929.3110203703454
318,美篇,21.23665002063916,14.07262921076949,16918.686438542507,788.4619591147331
319,迅雷,67.36012257924415,44.08607980410258,666417.2496855704,47208.31696857211
320,必应搜索,2.2777472882231407,2.0536258418089264,298.71252020650184,42.2383508098311
321,步步高集团,0.057217818621410246,0.0750920899951731,0.06673234077965401,0.04068165873027987
322,MS Common,178.3078025719215,154.82181698319602,1285931.8484776665,1369010.2874911553
323,咪咕游戏,7.616310534337445,3.0336307904399034,6457.512326851365,55.77994542206435
324,GlobalSign,0.0871008289003454,0.09303371205049403,0.024737244646563114,0.10309171855269515
325,绝地求生社区,663.0867144437444,868.8173373991443,2946435.676207942,2710273.655403879
326,北京天润基业官网,0.03191825614729968,0.030922025442123413,0.0026038826667110705,0.0018133595178649504
327,猫眼电影,1.0051475624416186,1.3007521658587309,7.096159168183391,20.990722435773478
328,Qnssl,4.914825574570079,1.5664858894963418,2254.8460256600056,86.0915349070886
329,Easemob,1.0908907980038314,1.4432488282521565,73.7633037620858,47.141305459769626
330,多益网络,3.2487775364912537,1.8696585777110624,163.98270331318136,61.7718767816668
331,I单击,0.08974253450676824,0.09455543550951727,0.06491629734096192,0.10325422593574975
332,YahooSearch,2.656294387903267,3.0302109226738057,256.85432704840656,154.595776936879
333,热云,0.11966760391338105,0.3597827997422756,0.2834174990208837,9.277672618844033
